Brand,Model,Year,Kilometer Driven (km),Fuel Type,Transmission Type,Location,Price (INR)
Toyota,Innova,2014,80230,Petrol,Manual,Ahmedabad,1037965.5
Audi,A4,2008,13340,Petrol,Automatic,Bangalore,3747999.0
Audi,A4,2017,102834,CNG,Manual,Bangalore,4114574.9
Maruti Suzuki,Vitara Brezza,2005,99882,Electric,Automatic,Chennai,50000.0
Ford,Endeavour,2002,18835,Petrol,Automatic,Kolkata,1847174.75
Maruti Suzuki,Swift,2004,152157,Diesel,Automatic,Ahmedabad,50000.0
Nissan,Kicks,2013,34566,CNG,Automatic,Pune,614815.1
Maruti Suzuki,Dzire,2007,118192,CNG,Manual,Hyderabad,50000.0
Ford,Fiesta,2010,180650,CNG,Manual,Kolkata,50000.0
Mercedes,S-Class,2011,170909,Petrol,Automatic,Bangalore,9324363.65
Ford,Endeavour,2007,124620,Petrol,Manual,Hyderabad,2081307.0
Tata,Altroz,2019,46793,Diesel,Manual,Chennai,262981.05
Honda,City,2002,106101,Petrol,Automatic,Hyderabad,50000.0
Audi,A6,2000,156880,Electric,Manual,Pune,4276468.0
BMW,3 Series,2017,165877,Petrol,Automatic,Ahmedabad,3525118.45
Maruti Suzuki,Dzire,2015,176434,Diesel,Automatic,Kolkata,173534.9
Ford,Endeavour,2021,170246,Diesel,Manual,Pune,2824463.1
Maruti Suzuki,Vitara Brezza,2017,49802,Diesel,Manual,Ahmedabad,342529.7
BMW,M3,2003,34378,Diesel,Automatic,Hyderabad,6394843.3
Honda,City,2022,195128,Electric,Automatic,New Delhi,920730.8
Ford,Fiesta,2021,59220,CNG,Automatic,Hyderabad,391117.0
Tata,Altroz,2004,51709,Diesel,Automatic,Hyderabad,50000.0
Tata,Harrier,2013,185622,Electric,Manual,New Delhi,1092156.7
Maruti Suzuki,Swift,2016,110598,CNG,Manual,Bangalore,203410.3
Audi,A4,2021,20638,Petrol,Manual,Mumbai,4346904.3
Tata,Altroz,2018,104827,CNG,Automatic,Mumbai,254275.95
Mercedes,E-Class,2021,12890,Electric,Manual,Chennai,6318066.5
Toyota,Innova,2008,11540,Petrol,Manual,Pune,748269.0
Nissan,Kicks,2022,74314,Diesel,Automatic,New Delhi,1088852.9
Ford,Fiesta,2023,170066,Petrol,Automatic,Kolkata,444490.1
Hyundai,Verna,2007,178509,Electric,Automatic,Ahmedabad,50000.0
Nissan,Kicks,2015,88839,CNG,Automatic,Bangalore,706674.15
Mercedes,S-Class,2011,48424,CNG,Automatic,Hyderabad,9242736.4
Audi,A6,2019,51726,Diesel,Manual,Bangalore,5212241.1
Honda,Civic,2001,131456,Electric,Manual,New Delhi,50000.0
Toyota,Fortuner,2006,142996,Diesel,Manual,Mumbai,2548550.6
Nissan,Kicks,2011,14582,Electric,Automatic,Hyderabad,547812.7
Audi,A4,2022,34290,Petrol,Automatic,Hyderabad,4394856.5
Ford,EcoSport,2011,21866,CNG,Automatic,Pune,76720.1
Mercedes,S-Class,2018,94468,Electric,Automatic,Mumbai,9705829.8
Tata,Harrier,2006,124576,Diesel,Automatic,New Delhi,801313.6
Nissan,Magnite,2013,63262,CNG,Manual,Chennai,50000.0
Hyundai,Verna,2002,49333,Electric,Manual,Hyderabad,50000.0
Hyundai,Elantra,2000,116530,Electric,Manual,Ahmedabad,50000.0
Mercedes,C-Class,2022,57543,Diesel,Manual,Ahmedabad,4821368.55
Honda,Civic,2011,150349,Electric,Automatic,Mumbai,50000.0
Hyundai,Creta,2004,90701,Electric,Manual,Pune,416394.85
Toyota,Innova,2013,30026,Petrol,Manual,Ahmedabad,1045496.1
Ford,Fiesta,2023,158473,Petrol,Manual,Mumbai,546229.05
Hyundai,Verna,2012,76654,Electric,Automatic,Chennai,208501.9
Ford,Endeavour,2000,55259,Diesel,Automatic,Pune,1691711.15
Toyota,Innova,2023,171619,Electric,Manual,Bangalore,1524257.15
Tata,Nexon,2000,56661,Diesel,Automatic,Chennai,50000.0
Nissan,Magnite,2016,58593,Electric,Automatic,Hyderabad,161211.05
Tata,Nexon,2016,89440,Electric,Manual,Kolkata,406584.0
Audi,Q5,2005,109290,Petrol,Automatic,Chennai,4953606.5
Toyota,Corolla,2012,92164,Diesel,Manual,Hyderabad,486175.4
Ford,EcoSport,2019,55860,Petrol,Manual,Kolkata,541621.0
BMW,X5,2014,49653,CNG,Manual,Hyderabad,7442552.05
BMW,3 Series,2009,172114,Diesel,Manual,Chennai,3204182.9
Toyota,Fortuner,2021,137268,CNG,Automatic,Kolkata,3259409.8
Nissan,Kicks,2005,143418,Diesel,Manual,Hyderabad,178487.3
BMW,M3,2016,54576,CNG,Manual,Kolkata,7091813.6
Maruti Suzuki,Dzire,2018,167113,Petrol,Automatic,Hyderabad,304933.05
Tata,Altroz,2006,174004,Petrol,Manual,Hyderabad,50000.0
Audi,A4,2021,171131,CNG,Automatic,Chennai,4254330.35
Hyundai,Elantra,2021,6182,CNG,Manual,Bangalore,1169072.7
Tata,Altroz,2022,13974,Electric,Automatic,Pune,477903.9
BMW,M3,2021,51784,Diesel,Automatic,Hyderabad,7262232.4
Maruti Suzuki,Dzire,2007,150108,CNG,Manual,Pune,50000.0
Hyundai,Verna,2014,42825,Electric,Manual,Hyderabad,373576.25
Nissan,Magnite,2021,120894,Petrol,Manual,Pune,351865.9
BMW,M3,2012,44818,Petrol,Automatic,Mumbai,6863277.3
Maruti Suzuki,Dzire,2009,119127,Electric,Automatic,Hyderabad,50000.0
Honda,City,2007,112673,Petrol,Manual,Pune,133099.05
Nissan,Magnite,2000,66722,CNG,Manual,Mumbai,50000.0
Hyundai,Verna,2000,134537,Petrol,Automatic,Chennai,50000.0
Toyota,Innova,2015,190442,Electric,Manual,Mumbai,1071433.7
Hyundai,Creta,2003,100642,Diesel,Automatic,Ahmedabad,384903.7
Ford,Fiesta,2012,19851,Electric,Manual,Pune,50000.0
Mercedes,E-Class,2001,16718,Petrol,Manual,Ahmedabad,5347492.3
BMW,X5,2009,164750,Diesel,Automatic,Ahmedabad,7175287.5
Toyota,Corolla,2023,144293,Diesel,Automatic,Hyderabad,1048356.05
Honda,Jazz,2002,191286,Petrol,Automatic,Pune,50000.0
Hyundai,Creta,2012,185192,Electric,Automatic,Ahmedabad,772221.2
Maruti Suzuki,Dzire,2005,97708,Petrol,Manual,New Delhi,50000.0
Ford,EcoSport,2000,41395,Electric,Automatic,Ahmedabad,50000.0
Hyundai,Elantra,2011,85607,Electric,Manual,Hyderabad,607158.95
Hyundai,Verna,2012,32663,Petrol,Manual,Hyderabad,245100.55
Maruti Suzuki,Dzire,2022,51893,Electric,Automatic,Mumbai,572216.05
Nissan,Kicks,2013,177197,CNG,Manual,Ahmedabad,573420.45
Tata,Nexon,2003,123582,Petrol,Manual,Bangalore,50000.0
Honda,Jazz,2017,84410,Electric,Manual,New Delhi,387338.5
Honda,Civic,2012,156696,Petrol,Automatic,Mumbai,50000.0
BMW,X5,2018,82373,Petrol,Manual,Bangalore,7667644.05
Mercedes,C-Class,2015,169961,Electric,Automatic,Hyderabad,4524505.85
Tata,Nexon,2023,15062,CNG,Manual,Kolkata,797740.7
Tata,Altroz,2013,144071,CNG,Manual,Chennai,50000.0
Ford,Fiesta,2016,66192,Petrol,Manual,Hyderabad,160071.2
Mercedes,S-Class,2012,149752,Petrol,Manual,Kolkata,9297537.2
Toyota,Innova,2012,155139,Petrol,Manual,Mumbai,996729.15
BMW,3 Series,2010,76869,Electric,Manual,Mumbai,3238469.65
Toyota,Fortuner,2008,93946,Petrol,Manual,Mumbai,2735908.1
Audi,A4,2007,112522,CNG,Automatic,Chennai,3553121.7
Ford,EcoSport,2021,174275,CNG,Automatic,Ahmedabad,623858.75
Mercedes,C-Class,2016,116385,Petrol,Automatic,New Delhi,4582542.25
Mercedes,C-Class,2016,24003,CNG,Automatic,New Delhi,4596399.55
Maruti Suzuki,Dzire,2005,116826,Electric,Manual,Bangalore,50000.0
Mercedes,E-Class,2012,32799,CNG,Manual,Hyderabad,5845080.15
Mercedes,E-Class,2013,24683,Electric,Automatic,Bangalore,5996297.55
Ford,Endeavour,2019,15550,Petrol,Manual,Bangalore,2797667.5
Honda,City,2005,139711,Electric,Manual,Mumbai,50000.0
Mercedes,E-Class,2001,111550,CNG,Manual,Ahmedabad,5303267.5
Toyota,Fortuner,2015,109547,CNG,Automatic,Chennai,3003567.95
Toyota,Innova,2011,152323,Diesel,Automatic,Kolkata,827151.55
Toyota,Fortuner,2020,22136,Electric,Automatic,Kolkata,3296679.6
BMW,3 Series,2007,178766,CNG,Automatic,Chennai,3073185.1
Tata,Harrier,2015,7746,CNG,Automatic,Bangalore,1218838.1
Honda,Jazz,2004,136465,Petrol,Automatic,Chennai,50000.0
Nissan,Terrano,2024,106955,Diesel,Manual,Kolkata,1283956.75
Mercedes,S-Class,2022,47118,Electric,Automatic,Bangalore,9892932.3
Honda,City,2024,79961,CNG,Automatic,Hyderabad,958005.85
Nissan,Magnite,2011,184440,Diesel,Automatic,Mumbai,50000.0
Toyota,Corolla,2022,72858,Electric,Automatic,Ahmedabad,1059071.3
Ford,Endeavour,2007,103059,CNG,Manual,Pune,2104541.15
Maruti Suzuki,Vitara Brezza,2008,21399,Petrol,Automatic,New Delhi,50000.0
BMW,X5,2024,157548,Petrol,Automatic,Chennai,7876367.8
Maruti Suzuki,Vitara Brezza,2017,126490,Diesel,Manual,Pune,351026.5
Hyundai,Elantra,2007,133770,CNG,Automatic,Mumbai,399934.5
Maruti Suzuki,Swift,2012,191068,Diesel,Manual,Bangalore,50000.0
Audi,A6,2016,92681,Petrol,Manual,Pune,5056097.85
Maruti Suzuki,Vitara Brezza,2023,150801,CNG,Automatic,Bangalore,757379.85
Nissan,Terrano,2014,57093,Diesel,Manual,Ahmedabad,791436.05
Honda,Civic,2019,138067,Petrol,Manual,Mumbai,409289.95
BMW,M3,2001,20288,CNG,Manual,Ahmedabad,6296956.8
Nissan,Terrano,2007,29257,Diesel,Automatic,Kolkata,345611.45
Hyundai,Elantra,2009,165009,Petrol,Automatic,Chennai,425248.65
BMW,X5,2009,59003,Electric,Automatic,Pune,7191149.55
Honda,City,2011,151372,CNG,Automatic,Pune,247294.2
Honda,Civic,2005,60801,Petrol,Manual,Pune,50000.0
Tata,Altroz,2006,142783,CNG,Automatic,New Delhi,50000.0
Mercedes,C-Class,2015,100034,CNG,Automatic,Hyderabad,4514994.9
Audi,Q5,2007,188054,Diesel,Manual,Ahmedabad,5051791.9
Hyundai,Creta,2021,153246,Petrol,Manual,Chennai,1227013.1
Hyundai,Elantra,2012,133942,Diesel,Automatic,Ahmedabad,579908.7
Audi,A6,2014,54851,Electric,Manual,Bangalore,4961772.35
Toyota,Innova,2000,171147,CNG,Manual,Mumbai,424327.95
Tata,Harrier,2009,65827,Petrol,Manual,Pune,870125.95
Mercedes,S-Class,2000,116595,Electric,Automatic,Hyderabad,8732510.75
BMW,X5,2011,93136,Electric,Manual,Pune,7256029.6
Nissan,Magnite,2010,56850,Electric,Manual,Chennai,50000.0
Maruti Suzuki,Dzire,2004,182340,CNG,Automatic,Bangalore,50000.0
Maruti Suzuki,Vitara Brezza,2001,36763,Electric,Automatic,Hyderabad,50000.0
Ford,Fiesta,2013,116491,CNG,Manual,New Delhi,50000.0
Honda,Civic,2004,22577,Diesel,Manual,Kolkata,50000.0
Ford,Endeavour,2000,134484,Petrol,Manual,Kolkata,1759827.4
BMW,3 Series,2009,188128,CNG,Automatic,Bangalore,3241780.8
Hyundai,Elantra,2021,79633,Petrol,Automatic,New Delhi,1118055.05
Tata,Altroz,2008,46195,Diesel,Manual,Kolkata,50000.0
Tata,Altroz,2015,194951,CNG,Manual,Mumbai,70757.35
Tata,Altroz,2009,163356,Electric,Manual,Chennai,50000.0
Ford,Fiesta,2009,137006,Petrol,Manual,Chennai,50000.0
Nissan,Magnite,2023,44719,Diesel,Manual,Hyderabad,513292.15
Nissan,Kicks,2012,92070,Diesel,Automatic,Mumbai,636189.5
Audi,A6,2003,178448,Electric,Automatic,Pune,4323232.8
BMW,X5,2022,65604,Electric,Manual,Bangalore,7860159.4
Mercedes,C-Class,2023,16140,Diesel,Manual,New Delhi,4997579.0
Maruti Suzuki,Swift,2009,43034,Petrol,Automatic,New Delhi,50000.0
Honda,Civic,2002,59850,Petrol,Automatic,Hyderabad,50000.0
Toyota,Corolla,2023,47886,Electric,Manual,Kolkata,1042817.1
Maruti Suzuki,Vitara Brezza,2020,13384,CNG,Automatic,Pune,577992.4
Toyota,Corolla,2023,32298,Electric,Manual,Bangalore,1115155.3
Audi,A4,2005,131179,CNG,Automatic,Ahmedabad,3480323.15
Maruti Suzuki,Swift,2010,36178,CNG,Manual,Kolkata,50000.0
Honda,Civic,2007,158240,Electric,Manual,Chennai,50000.0
Maruti Suzuki,Dzire,2005,33954,Diesel,Automatic,Chennai,50000.0
Tata,Altroz,2001,79779,CNG,Manual,New Delhi,50000.0
Ford,Endeavour,2005,25707,CNG,Manual,Bangalore,1996143.95
Honda,City,2003,163300,Diesel,Manual,Mumbai,50000.0
Ford,EcoSport,2006,115544,CNG,Automatic,Pune,50000.0
Audi,A6,2021,124481,Electric,Automatic,Hyderabad,5311327.85
Nissan,Terrano,2009,82305,Diesel,Automatic,Ahmedabad,487654.25
Mercedes,C-Class,2024,129975,Petrol,Manual,New Delhi,5000000.0
Hyundai,Verna,2017,159378,CNG,Manual,Mumbai,526093.3
Ford,Endeavour,2010,104248,Electric,Manual,Hyderabad,2254362.8
Honda,City,2001,96544,Diesel,Automatic,Pune,50000.0
BMW,M3,2006,71728,CNG,Automatic,Chennai,6559240.8
Tata,Nexon,2011,159545,Electric,Automatic,Chennai,126068.25
Ford,Endeavour,2020,199824,Electric,Manual,Mumbai,2770026.4
Honda,Civic,2023,117273,Diesel,Manual,Pune,612409.05
Nissan,Magnite,2012,30278,Petrol,Automatic,Chennai,50000.0
Mercedes,E-Class,2012,190654,Electric,Automatic,Hyderabad,5821401.9
Audi,Q5,2023,14161,CNG,Automatic,Kolkata,5877875.85
BMW,X5,2024,158852,Diesel,Manual,Mumbai,7976172.2
Audi,Q5,2004,199131,Diesel,Manual,Kolkata,4900130.35
Honda,Jazz,2017,192031,Diesel,Manual,Mumbai,321195.35
Ford,Fiesta,2008,153994,Electric,Manual,Mumbai,50000.0
Tata,Harrier,2013,86932,Electric,Automatic,Bangalore,1086960.2
Maruti Suzuki,Vitara Brezza,2020,108917,Diesel,Manual,Ahmedabad,563662.45
Audi,A4,2011,186170,Diesel,Manual,Mumbai,3822074.5
BMW,M3,2001,130704,Petrol,Manual,Hyderabad,6280394.4
BMW,M3,2009,60102,Diesel,Automatic,Mumbai,6740984.7
Hyundai,Creta,2022,46992,Diesel,Manual,Hyderabad,1392951.2
Tata,Altroz,2020,105279,CNG,Manual,Hyderabad,334208.15
Tata,Altroz,2010,175844,Electric,Manual,Bangalore,50000.0
Mercedes,S-Class,2002,180250,Petrol,Manual,Kolkata,8792962.5
Tata,Altroz,2020,85036,Electric,Manual,Mumbai,437244.6
BMW,3 Series,2016,45897,Electric,Manual,Chennai,3563115.45
Nissan,Terrano,2009,53079,Electric,Automatic,Hyderabad,442038.15
Toyota,Corolla,2002,75982,Electric,Manual,Mumbai,108602.7
Hyundai,Elantra,2013,15246,Diesel,Automatic,Hyderabad,647713.1
Mercedes,C-Class,2019,97430,Diesel,Manual,Chennai,4635385.5
Mercedes,E-Class,2007,35942,Diesel,Automatic,Ahmedabad,5624608.7
Mercedes,E-Class,2024,143330,CNG,Manual,Pune,6378500.5
Tata,Nexon,2006,145855,Petrol,Manual,New Delhi,50000.0
Mercedes,C-Class,2003,129979,CNG,Manual,Hyderabad,3880503.15
Toyota,Innova,2020,38332,Electric,Manual,Pune,1294250.2
Nissan,Magnite,2014,134411,Diesel,Manual,Chennai,50000.0
Mercedes,S-Class,2021,90392,Electric,Automatic,Hyderabad,9786441.2
Audi,A4,2007,23487,Electric,Manual,Hyderabad,3616476.95
Audi,A6,2011,8973,Electric,Automatic,Hyderabad,4818654.05
Maruti Suzuki,Vitara Brezza,2022,7178,Electric,Manual,Chennai,648923.3
Toyota,Innova,2020,75305,Petrol,Manual,Hyderabad,1338704.25
Maruti Suzuki,Vitara Brezza,2004,166475,CNG,Manual,Pune,50000.0
Honda,Jazz,2014,6274,Petrol,Manual,Pune,149058.9
Hyundai,Verna,2001,170731,Petrol,Manual,Kolkata,50000.0
Maruti Suzuki,Swift,2002,185301,CNG,Automatic,New Delhi,50000.0
Toyota,Corolla,2009,109799,CNG,Automatic,Mumbai,403530.15
Mercedes,C-Class,2012,148136,Diesel,Manual,Kolkata,4347779.6
Honda,Civic,2019,31118,Electric,Automatic,Chennai,415332.3
Mercedes,E-Class,2020,53591,Petrol,Automatic,Bangalore,6261961.35
Honda,Civic,2018,116895,Petrol,Manual,Hyderabad,382465.75
BMW,X5,2017,135264,CNG,Automatic,Hyderabad,7599710.4
Toyota,Fortuner,2008,149479,Petrol,Automatic,Pune,2677578.15
Tata,Nexon,2006,191376,Diesel,Automatic,Kolkata,50000.0
Honda,Civic,2018,67551,Petrol,Automatic,Hyderabad,359867.35
BMW,3 Series,2001,136530,Petrol,Manual,Hyderabad,2749520.5
Honda,Civic,2020,187964,Electric,Automatic,Hyderabad,371805.4
Toyota,Innova,2003,44269,CNG,Manual,Hyderabad,463359.65
Nissan,Terrano,2023,103130,Petrol,Automatic,Mumbai,1254530.5
Toyota,Corolla,2004,44590,CNG,Manual,Kolkata,193311.5
Tata,Harrier,2020,139322,Diesel,Automatic,Bangalore,1429101.7
Toyota,Innova,2018,54624,Electric,Automatic,New Delhi,1311806.4
Tata,Harrier,2004,184159,Diesel,Manual,Mumbai,702376.15
Tata,Altroz,2006,16874,Electric,Automatic,Pune,50000.0
Audi,A6,2004,56626,Petrol,Manual,Kolkata,4391506.1
Hyundai,Creta,2020,165591,Petrol,Automatic,Ahmedabad,1205161.35
Nissan,Terrano,2010,161738,Diesel,Automatic,Mumbai,575739.3
Tata,Altroz,2016,136203,Petrol,Manual,Pune,149569.55
Maruti Suzuki,Dzire,2017,45529,CNG,Automatic,Kolkata,193170.65
Audi,A6,2011,9943,CNG,Automatic,Pune,4748508.55
Ford,Endeavour,2015,86380,Petrol,Automatic,Kolkata,2507043.0
Maruti Suzuki,Vitara Brezza,2002,44785,CNG,Manual,Hyderabad,50000.0
Honda,City,2000,33272,Electric,Automatic,Ahmedabad,50000.0
Toyota,Innova,2018,135574,Petrol,Automatic,Ahmedabad,1229663.9
Audi,Q5,2017,139230,Diesel,Automatic,Pune,5579115.5
Audi,A4,2023,189762,Petrol,Manual,Chennai,4391535.7
Maruti Suzuki,Dzire,2022,107382,Petrol,Automatic,Mumbai,533892.7
Audi,A6,2003,180431,Petrol,Manual,Mumbai,4422935.35
Toyota,Corolla,2022,89986,Diesel,Automatic,Hyderabad,1066502.1
Hyundai,Elantra,2010,76504,Diesel,Manual,Pune,558524.4
Hyundai,Elantra,2022,37229,CNG,Manual,Hyderabad,1094415.65
Maruti Suzuki,Dzire,2023,121026,CNG,Automatic,Hyderabad,581846.1
BMW,X5,2008,170397,Petrol,Manual,Kolkata,7124440.45
Mercedes,C-Class,2011,58367,Petrol,Automatic,Mumbai,4341244.95
BMW,M3,2018,125756,Electric,Automatic,Pune,7131136.6
Ford,EcoSport,2003,188057,CNG,Automatic,Chennai,50000.0
Toyota,Corolla,2024,47028,CNG,Automatic,Chennai,1162945.8
BMW,X5,2010,16780,CNG,Automatic,Pune,7297483.0
Nissan,Terrano,2004,115448,Electric,Automatic,New Delhi,282682.8
Honda,City,2016,183702,Petrol,Automatic,Hyderabad,522444.7
Hyundai,Elantra,2008,36690,Diesel,Manual,Pune,444496.5
Ford,Fiesta,2018,11780,Electric,Automatic,Pune,298233.0
Maruti Suzuki,Vitara Brezza,2006,127444,Electric,Automatic,Ahmedabad,50000.0
Nissan,Magnite,2017,97241,CNG,Manual,Ahmedabad,205413.85
Nissan,Magnite,2003,120728,Petrol,Automatic,Mumbai,50000.0
Ford,Fiesta,2004,84912,CNG,Manual,Kolkata,50000.0
Toyota,Fortuner,2015,162864,Diesel,Manual,Ahmedabad,2995570.4
Toyota,Corolla,2012,25904,CNG,Automatic,Mumbai,546114.4
Mercedes,S-Class,2015,156111,Petrol,Automatic,Hyderabad,9426583.35
Mercedes,S-Class,2000,94875,Electric,Manual,Pune,8715768.75
Nissan,Terrano,2010,84619,Petrol,Automatic,Kolkata,557307.15
Ford,Fiesta,2003,170305,Diesel,Automatic,Mumbai,50000.0
Toyota,Corolla,2000,110074,Electric,Manual,Mumbai,50000.0
Ford,Fiesta,2010,155932,CNG,Manual,Ahmedabad,50000.0
Honda,City,2019,122083,Electric,Manual,Ahmedabad,701687.55
Tata,Harrier,2022,98689,CNG,Manual,Pune,1535196.65
Honda,Jazz,2019,152769,Electric,Manual,Kolkata,377084.65
Mercedes,E-Class,2023,186088,CNG,Automatic,Pune,6372086.8
Ford,Endeavour,2006,136688,Electric,Automatic,New Delhi,2099496.8
BMW,M3,2020,186781,Petrol,Manual,Bangalore,7241982.85
Toyota,Innova,2019,164500,Petrol,Automatic,Mumbai,1345325.0
Mercedes,E-Class,2002,140862,Electric,Automatic,Mumbai,5378870.7
BMW,M3,2016,180529,Diesel,Manual,Bangalore,7092920.65
Ford,EcoSport,2008,127777,Diesel,Manual,Chennai,50000.0
Ford,Fiesta,2001,160961,Petrol,Manual,New Delhi,50000.0
Hyundai,Creta,2016,12558,Electric,Manual,Hyderabad,1028116.3
Toyota,Fortuner,2010,128947,Petrol,Automatic,Kolkata,2730657.95
Toyota,Innova,2009,15801,Electric,Manual,Ahmedabad,827629.85
Maruti Suzuki,Dzire,2004,26103,CNG,Manual,Chennai,50000.0
Honda,Jazz,2004,48945,Electric,Manual,Mumbai,50000.0
Ford,Endeavour,2015,45024,CNG,Automatic,New Delhi,2543246.4
Maruti Suzuki,Vitara Brezza,2014,67245,CNG,Manual,Pune,209913.25
Tata,Nexon,2009,199195,CNG,Automatic,Mumbai,70120.75
Toyota,Fortuner,2018,157801,CNG,Manual,Hyderabad,3096329.85
Nissan,Magnite,2001,71368,CNG,Automatic,New Delhi,50000.0
Honda,Civic,2021,116345,Electric,Manual,Bangalore,532548.25
BMW,X5,2022,117656,Electric,Automatic,Chennai,7852351.6
Maruti Suzuki,Swift,2008,64254,Electric,Automatic,Bangalore,50000.0
Audi,Q5,2012,24982,Diesel,Automatic,Chennai,5316252.7
Audi,A6,2008,26670,CNG,Automatic,Kolkata,4665999.5
BMW,X5,2014,55655,CNG,Automatic,Chennai,7411651.75
Hyundai,Elantra,2021,193397,Electric,Automatic,Mumbai,1170990.45
Ford,Endeavour,2000,199150,CNG,Automatic,Pune,1670127.5
Audi,Q5,2020,9549,Petrol,Automatic,Kolkata,5748567.65
Hyundai,Creta,2023,14358,Diesel,Manual,Hyderabad,1347846.3
BMW,X5,2014,64211,Petrol,Automatic,Mumbai,7490368.35
Tata,Harrier,2020,142885,Electric,Manual,Hyderabad,1398567.25
Nissan,Kicks,2002,37117,Diesel,Manual,Hyderabad,74432.45
Tata,Altroz,2020,35705,CNG,Automatic,Pune,294644.25
Toyota,Innova,2001,5291,Diesel,Automatic,Hyderabad,399206.35
Hyundai,Elantra,2001,66712,CNG,Automatic,Pune,89993.2
Tata,Harrier,2015,179922,Petrol,Manual,Ahmedabad,1193011.7
Mercedes,E-Class,2003,56319,Petrol,Automatic,Chennai,5421552.15
Toyota,Corolla,2006,197594,CNG,Manual,New Delhi,220360.9
Audi,A4,2002,5070,CNG,Manual,Chennai,3329239.5
Toyota,Innova,2006,104596,Petrol,Automatic,Kolkata,634310.6
Ford,EcoSport,2009,7847,Electric,Automatic,Kolkata,50000.0
BMW,3 Series,2004,170715,Diesel,Manual,Hyderabad,2924392.75
Hyundai,Elantra,2020,185830,CNG,Automatic,Kolkata,1052125.5
Hyundai,Elantra,2010,144524,Petrol,Automatic,Chennai,548321.4
Tata,Harrier,2022,82544,Electric,Manual,Bangalore,1557618.4
Audi,Q5,2014,160784,Electric,Automatic,Hyderabad,5475882.4
Nissan,Kicks,2021,88698,Petrol,Automatic,Ahmedabad,986695.3
Maruti Suzuki,Dzire,2005,31694,CNG,Automatic,New Delhi,50000.0
Maruti Suzuki,Swift,2011,90025,Petrol,Automatic,Hyderabad,50000.0
Hyundai,Creta,2004,52927,Diesel,Manual,New Delhi,522060.95
Maruti Suzuki,Swift,2005,98211,CNG,Automatic,Chennai,50000.0
BMW,X5,2013,73222,Diesel,Automatic,Hyderabad,7339016.7
Ford,EcoSport,2001,140633,Petrol,Manual,Pune,50000.0
Honda,Civic,2006,74553,Petrol,Manual,Ahmedabad,50000.0
Ford,Fiesta,2016,139292,Petrol,Manual,Pune,79106.2
Nissan,Kicks,2024,22290,Diesel,Manual,Hyderabad,1146656.5
Tata,Altroz,2024,49631,CNG,Automatic,Kolkata,492555.35
Tata,Harrier,2002,86066,Petrol,Automatic,Kolkata,507090.1
Toyota,Corolla,2017,112222,Petrol,Manual,Hyderabad,753166.7
Ford,Fiesta,2014,139671,CNG,Manual,Bangalore,99049.35
Ford,Fiesta,2021,186376,Diesel,Automatic,Kolkata,392043.6
Ford,EcoSport,2024,183224,Petrol,Automatic,Kolkata,722516.4
Toyota,Corolla,2019,111614,Petrol,Manual,Ahmedabad,853257.9
Audi,A6,2015,67188,Electric,Automatic,Chennai,5019921.8
Maruti Suzuki,Swift,2012,186739,Diesel,Automatic,Bangalore,50000.0
Nissan,Terrano,2009,119798,Electric,Automatic,Pune,512030.3
BMW,3 Series,2024,52613,Electric,Automatic,Hyderabad,3912108.05
Maruti Suzuki,Vitara Brezza,2005,65714,Electric,Manual,Pune,50000.0
BMW,M3,2023,183473,Electric,Manual,Chennai,7372479.05
Tata,Nexon,2006,151752,CNG,Automatic,Mumbai,50000.0
Maruti Suzuki,Swift,2001,147191,Electric,Automatic,Bangalore,50000.0
Hyundai,Creta,2019,171007,Diesel,Automatic,New Delhi,1174348.95
Honda,City,2024,116472,Electric,Automatic,New Delhi,982529.2
Maruti Suzuki,Dzire,2003,128883,Electric,Automatic,New Delhi,50000.0
Maruti Suzuki,Vitara Brezza,2021,30934,CNG,Automatic,Hyderabad,595359.9
Nissan,Kicks,2021,25219,Petrol,Automatic,Mumbai,1026217.15
Ford,EcoSport,2008,124795,Diesel,Manual,Pune,50000.0
Nissan,Terrano,2008,199712,CNG,Automatic,Bangalore,490043.2
Maruti Suzuki,Vitara Brezza,2018,187195,Electric,Automatic,Mumbai,471920.75
Maruti Suzuki,Vitara Brezza,2009,107214,Electric,Automatic,Hyderabad,50000.0
Audi,A4,2001,123682,Diesel,Automatic,Hyderabad,3281447.7
Hyundai,Verna,2009,83292,Diesel,Manual,Bangalore,87506.2
